﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
 ID,PARAM,Date,Value,SYM
07EA007,1,1981/01/01,9.30,B
07EA007,1,1981/01/02,9.10,B
07EA007,1,1981/01/03,8.70,B
07EA007,1,1981/01/04,8.40,B
07EA007,1,1981/01/05,8.00,B
07EA007,1,1981/01/06,7.80,B
07EA007,1,1981/01/07,7.55,B
07EA007,1,1981/01/08,7.45,B
07EA007,1,1981/01/09,7.25,B
07EA007,1,1981/01/10,7.10,B
07EA007,1,1981/01/11,7.05,B
07EA007,1,1981/01/12,7.00,B
07EA007,1,1981/01/13,6.90,B
07EA007,1,1981/01/14,6.80,B
07EA007,1,1981/01/15,6.70,B
07EA007,1,1981/01/16,6.55,B
07EA007,1,1981/01/17,6.50,B
07EA007,1,1981/01/18,6.45,B
07EA007,1,1981/01/19,6.40,B
07EA007,1,1981/01/20,6.34,B
07EA007,1,1981/01/21,6.25,B
07EA007,1,1981/01/22,6.20,B
07EA007,1,1981/01/23,6.15,B
07EA007,1,1981/01/24,6.10,B
07EA007,1,1981/01/25,6.05,B
07EA007,1,1981/01/26,6.00,B
07EA007,1,1981/01/27,5.95,B
07EA007,1,1981/01/28,5.90,B
07EA007,1,1981/01/29,5.85,B
07EA007,1,1981/01/30,5.80,B
07EA007,1,1981/01/31,5.75,B
07EA007,1,1981/02/01,5.65,B
07EA007,1,1981/02/02,5.60,B
07EA007,1,1981/02/03,5.55,B
07EA007,1,1981/02/04,5.45,B
07EA007,1,1981/02/05,5.35,B
07EA007,1,1981/02/06,5.25,B
07EA007,1,1981/02/07,5.15,B
07EA007,1,1981/02/08,5.05,B
07EA007,1,1981/02/09,5.00,B
07EA007,1,1981/02/10,4.90,B
07EA007,1,1981/02/11,4.80,B
07EA007,1,1981/02/12,4.70,B
07EA007,1,1981/02/13,4.60,B
07EA007,1,1981/02/14,4.55,B
07EA007,1,1981/02/15,4.50,B
07EA007,1,1981/02/16,4.45,B
07EA007,1,1981/02/17,4.40,B
07EA007,1,1981/02/18,4.40,B
