﻿Daily Water Level (m) (PARAM = 2)
 ID,PARAM,Date,Value,SYM
11AB094,2,1962/09/26,1131.753,
11AB094,2,1962/09/27,,
11AB094,2,1962/09/28,,
11AB094,2,1962/09/29,,
11AB094,2,1962/09/30,,
11AB094,2,1962/10/01,,
11AB094,2,1962/10/02,,
11AB094,2,1962/10/03,,
11AB094,2,1962/10/04,,
11AB094,2,1962/10/05,,
11AB094,2,1962/10/06,,
11AB094,2,1962/10/07,,
11AB094,2,1962/10/08,,
11AB094,2,1962/10/09,,
11AB094,2,1962/10/10,,
11AB094,2,1962/10/11,,
11AB094,2,1962/10/12,,
11AB094,2,1962/10/13,,
11AB094,2,1962/10/14,,
11AB094,2,1962/10/15,,
11AB094,2,1962/10/16,,
11AB094,2,1962/10/17,,
11AB094,2,1962/10/18,,
11AB094,2,1962/10/19,,
11AB094,2,1962/10/20,,
11AB094,2,1962/10/21,,
11AB094,2,1962/10/22,,
11AB094,2,1962/10/23,,
11AB094,2,1962/10/24,,
11AB094,2,1962/10/25,1131.695,
11AB094,2,1962/10/26,,
11AB094,2,1962/10/27,,
11AB094,2,1962/10/28,,
11AB094,2,1962/10/29,,
11AB094,2,1962/10/30,,
11AB094,2,1962/10/31,,
11AB094,2,1962/11/01,,
11AB094,2,1962/11/02,,
11AB094,2,1962/11/03,,
11AB094,2,1962/11/04,,
11AB094,2,1962/11/05,,
11AB094,2,1962/11/06,,
11AB094,2,1962/11/07,,
11AB094,2,1962/11/08,,
11AB094,2,1962/11/09,,
11AB094,2,1962/11/10,,
11AB094,2,1962/11/11,,
11AB094,2,1962/11/12,,
11AB094,2,1962/11/13,,
11AB094,2,1962/11/14,,
11AB094,2,1962/11/15,,
11AB094,2,1962/11/16,,
11AB094,2,1962/11/17,,
11AB094,2,1962/11/18,,
11AB094,2,1962/11/19,,
11AB094,2,1962/11/20,,
11AB094,2,1962/11/21,,
11AB094,2,1962/11/22,,
11AB094,2,1962/11/23,,
11AB094,2,1962/11/24,,
11AB094,2,1962/11/25,,
11AB094,2,1962/11/26,,
11AB094,2,1962/11/27,,
11AB094,2,1962/11/28,,
11AB094,2,1962/11/29,,
11AB094,2,1962/11/30,,
11AB094,2,1962/12/01,,
11AB094,2,1962/12/02,,
11AB094,2,1962/12/03,,
11AB094,2,1962/12/04,,
11AB094,2,1962/12/05,,
11AB094,2,1962/12/06,,
11AB094,2,1962/12/07,,
11AB094,2,1962/12/08,,
11AB094,2,1962/12/09,,
11AB094,2,1962/12/10,,
11AB094,2,1962/12/11,,
11AB094,2,1962/12/12,,
11AB094,2,1962/12/13,,
11AB094,2,1962/12/14,,
11AB094,2,1962/12/15,,
11AB094,2,1962/12/16,,
11AB094,2,1962/12/17,,
11AB094,2,1962/12/18,,
11AB094,2,1962/12/19,,
11AB094,2,1962/12/20,,
11AB094,2,1962/12/21,,
11AB094,2,1962/12/22,,
11AB094,2,1962/12/23,,
11AB094,2,1962/12/24,,
11AB094,2,1962/12/25,,
11AB094,2,1962/12/26,,
11AB094,2,1962/12/27,,
11AB094,2,1962/12/28,,
11AB094,2,1962/12/29,,
11AB094,2,1962/12/30,,
11AB094,2,1962/12/31,,
11AB094,2,1963/01/01,,
11AB094,2,1963/01/02,,
11AB094,2,1963/01/03,,
11AB094,2,1963/01/04,,
11AB094,2,1963/01/05,,
11AB094,2,1963/01/06,,
11AB094,2,1963/01/07,,
11AB094,2,1963/01/08,,
11AB094,2,1963/01/09,,
11AB094,2,1963/01/10,,
11AB094,2,1963/01/11,,
11AB094,2,1963/01/12,,
11AB094,2,1963/01/13,,
11AB094,2,1963/01/14,,
11AB094,2,1963/01/15,,
11AB094,2,1963/01/16,,
11AB094,2,1963/01/17,,
11AB094,2,1963/01/18,,
11AB094,2,1963/01/19,,
11AB094,2,1963/01/20,,
11AB094,2,1963/01/21,,
11AB094,2,1963/01/22,,
11AB094,2,1963/01/23,,
11AB094,2,1963/01/24,,
11AB094,2,1963/01/25,,
11AB094,2,1963/01/26,,
11AB094,2,1963/01/27,,
11AB094,2,1963/01/28,,
11AB094,2,1963/01/29,,
11AB094,2,1963/01/30,,
11AB094,2,1963/01/31,,
11AB094,2,1963/02/01,,
11AB094,2,1963/02/02,,
11AB094,2,1963/02/03,,
11AB094,2,1963/02/04,,
11AB094,2,1963/02/05,,
11AB094,2,1963/02/06,,
11AB094,2,1963/02/07,,
11AB094,2,1963/02/08,,
11AB094,2,1963/02/09,,
11AB094,2,1963/02/10,,
11AB094,2,1963/02/11,,
11AB094,2,1963/02/12,,
11AB094,2,1963/02/13,,
11AB094,2,1963/02/14,,
11AB094,2,1963/02/15,,
11AB094,2,1963/02/16,,
11AB094,2,1963/02/17,,
11AB094,2,1963/02/18,,
11AB094,2,1963/02/19,,
11AB094,2,1963/02/20,,
11AB094,2,1963/02/21,,
11AB094,2,1963/02/22,,
11AB094,2,1963/02/23,,
11AB094,2,1963/02/24,,
11AB094,2,1963/02/25,,
11AB094,2,1963/02/26,,
11AB094,2,1963/02/27,,
11AB094,2,1963/02/28,,
11AB094,2,1963/03/01,,
11AB094,2,1963/03/02,,
11AB094,2,1963/03/03,,
11AB094,2,1963/03/04,,
11AB094,2,1963/03/05,,
11AB094,2,1963/03/06,,
11AB094,2,1963/03/07,1131.488,
11AB094,2,1963/03/08,,
11AB094,2,1963/03/09,,
11AB094,2,1963/03/10,,
11AB094,2,1963/03/11,,
11AB094,2,1963/03/12,,
11AB094,2,1963/03/13,,
11AB094,2,1963/03/14,,
11AB094,2,1963/03/15,,
11AB094,2,1963/03/16,,
11AB094,2,1963/03/17,,
11AB094,2,1963/03/18,,
11AB094,2,1963/03/19,1131.488,
11AB094,2,1963/03/20,,
11AB094,2,1963/03/21,1131.488,
11AB094,2,1963/03/22,,
11AB094,2,1963/03/23,1131.914,
11AB094,2,1963/03/24,,
11AB094,2,1963/03/25,,
11AB094,2,1963/03/26,1132.433,
11AB094,2,1963/03/27,,
11AB094,2,1963/03/28,,
11AB094,2,1963/03/29,1133.743,
11AB094,2,1963/03/30,,
11AB094,2,1963/03/31,,
11AB094,2,1963/04/01,,
11AB094,2,1963/04/02,,
11AB094,2,1963/04/03,,
11AB094,2,1963/04/04,,
11AB094,2,1963/04/05,,
11AB094,2,1963/04/06,,
11AB094,2,1963/04/07,,
11AB094,2,1963/04/08,,
11AB094,2,1963/04/09,,
11AB094,2,1963/04/10,,
11AB094,2,1963/04/11,,
11AB094,2,1963/04/12,,
11AB094,2,1963/04/13,,
11AB094,2,1963/04/14,,
11AB094,2,1963/04/15,,
11AB094,2,1963/04/16,,
11AB094,2,1963/04/17,,
11AB094,2,1963/04/18,,
11AB094,2,1963/04/19,,
11AB094,2,1963/04/20,,
11AB094,2,1963/04/21,,
11AB094,2,1963/04/22,,
11AB094,2,1963/04/23,,
11AB094,2,1963/04/24,,
11AB094,2,1963/04/25,,
11AB094,2,1963/04/26,,
11AB094,2,1963/04/27,,
11AB094,2,1963/04/28,,
11AB094,2,1963/04/29,,
11AB094,2,1963/04/30,,
11AB094,2,1963/05/01,,
11AB094,2,1963/05/02,,
11AB094,2,1963/05/03,,
11AB094,2,1963/05/04,,
11AB094,2,1963/05/05,,
11AB094,2,1963/05/06,,
11AB094,2,1963/05/07,,
11AB094,2,1963/05/08,,
11AB094,2,1963/05/09,,
11AB094,2,1963/05/10,,
11AB094,2,1963/05/11,,
11AB094,2,1963/05/12,,
11AB094,2,1963/05/13,,
11AB094,2,1963/05/14,,
11AB094,2,1963/05/15,,
11AB094,2,1963/05/16,,
11AB094,2,1963/05/17,,
11AB094,2,1963/05/18,,
11AB094,2,1963/05/19,,
11AB094,2,1963/05/20,,
11AB094,2,1963/05/21,,
11AB094,2,1963/05/22,,
11AB094,2,1963/05/23,,
11AB094,2,1963/05/24,,
11AB094,2,1963/05/25,,
11AB094,2,1963/05/26,,
11AB094,2,1963/05/27,,
11AB094,2,1963/05/28,,
11AB094,2,1963/05/29,,
11AB094,2,1963/05/30,,
11AB094,2,1963/05/31,,
11AB094,2,1963/06/01,,
11AB094,2,1963/06/02,,
11AB094,2,1963/06/03,,
11AB094,2,1963/06/04,,
11AB094,2,1963/06/05,,
11AB094,2,1963/06/06,,
11AB094,2,1963/06/07,,
11AB094,2,1963/06/08,,
11AB094,2,1963/06/09,,
11AB094,2,1963/06/10,,
11AB094,2,1963/06/11,,
11AB094,2,1963/06/12,,
11AB094,2,1963/06/13,,
11AB094,2,1963/06/14,,
11AB094,2,1963/06/15,,
11AB094,2,1963/06/16,,
11AB094,2,1963/06/17,,
11AB094,2,1963/06/18,,
11AB094,2,1963/06/19,,
11AB094,2,1963/06/20,,
11AB094,2,1963/06/21,,
11AB094,2,1963/06/22,,
11AB094,2,1963/06/23,,
11AB094,2,1963/06/24,,
11AB094,2,1963/06/25,,
11AB094,2,1963/06/26,,
11AB094,2,1963/06/27,,
11AB094,2,1963/06/28,,
11AB094,2,1963/06/29,,
11AB094,2,1963/06/30,,
11AB094,2,1963/07/01,,
11AB094,2,1963/07/02,,
11AB094,2,1963/07/03,,
11AB094,2,1963/07/04,,
11AB094,2,1963/07/05,,
11AB094,2,1963/07/06,,
11AB094,2,1963/07/07,,
11AB094,2,1963/07/08,,
11AB094,2,1963/07/09,,
11AB094,2,1963/07/10,,
11AB094,2,1963/07/11,,
11AB094,2,1963/07/12,,
11AB094,2,1963/07/13,,
11AB094,2,1963/07/14,,
11AB094,2,1963/07/15,,
11AB094,2,1963/07/16,,
11AB094,2,1963/07/17,,
11AB094,2,1963/07/18,,
11AB094,2,1963/07/19,,
11AB094,2,1963/07/20,,
11AB094,2,1963/07/21,,
11AB094,2,1963/07/22,,
11AB094,2,1963/07/23,,
11AB094,2,1963/07/24,,
11AB094,2,1963/07/25,,
11AB094,2,1963/07/26,,
11AB094,2,1963/07/27,,
11AB094,2,1963/07/28,,
11AB094,2,1963/07/29,,
11AB094,2,1963/07/30,,
11AB094,2,1963/07/31,,
11AB094,2,1963/08/01,,
11AB094,2,1963/08/02,,
11AB094,2,1963/08/03,,
11AB094,2,1963/08/04,,
11AB094,2,1963/08/05,,
11AB094,2,1963/08/06,,
11AB094,2,1963/08/07,,
11AB094,2,1963/08/08,,
11AB094,2,1963/08/09,,
11AB094,2,1963/08/10,,
11AB094,2,1963/08/11,,
11AB094,2,1963/08/12,,
11AB094,2,1963/08/13,,
11AB094,2,1963/08/14,,
11AB094,2,1963/08/15,,
11AB094,2,1963/08/16,,
11AB094,2,1963/08/17,,
11AB094,2,1963/08/18,,
11AB094,2,1963/08/19,1135.761,
11AB094,2,1963/08/20,,
11AB094,2,1963/08/21,,
11AB094,2,1963/08/22,,
11AB094,2,1963/08/23,,
11AB094,2,1963/08/24,,
11AB094,2,1963/08/25,,
11AB094,2,1963/08/26,,
11AB094,2,1963/08/27,,
11AB094,2,1963/08/28,,
11AB094,2,1963/08/29,,
11AB094,2,1963/08/30,,
11AB094,2,1963/08/31,,
11AB094,2,1963/09/01,,
11AB094,2,1963/09/02,,
11AB094,2,1963/09/03,,
11AB094,2,1963/09/04,,
11AB094,2,1963/09/05,,
11AB094,2,1963/09/06,,
11AB094,2,1963/09/07,,
11AB094,2,1963/09/08,,
11AB094,2,1963/09/09,,
11AB094,2,1963/09/10,,
11AB094,2,1963/09/11,,
11AB094,2,1963/09/12,,
11AB094,2,1963/09/13,,
11AB094,2,1963/09/14,,
11AB094,2,1963/09/15,,
11AB094,2,1963/09/16,,
11AB094,2,1963/09/17,,
11AB094,2,1963/09/18,,
11AB094,2,1963/09/19,,
11AB094,2,1963/09/20,,
11AB094,2,1963/09/21,,
11AB094,2,1963/09/22,,
11AB094,2,1963/09/23,,
11AB094,2,1963/09/24,,
11AB094,2,1963/09/25,,
11AB094,2,1963/09/26,,
11AB094,2,1963/09/27,,
11AB094,2,1963/09/28,,
11AB094,2,1963/09/29,,
11AB094,2,1963/09/30,,
11AB094,2,1963/10/01,,
11AB094,2,1963/10/02,,
11AB094,2,1963/10/03,,
11AB094,2,1963/10/04,,
11AB094,2,1963/10/05,,
11AB094,2,1963/10/06,,
11AB094,2,1963/10/07,,
11AB094,2,1963/10/08,,
11AB094,2,1963/10/09,,
11AB094,2,1963/10/10,1135.206,
11AB094,2,1963/10/11,,
11AB094,2,1963/10/12,,
11AB094,2,1963/10/13,,
11AB094,2,1963/10/14,,
11AB094,2,1963/10/15,,
11AB094,2,1963/10/16,,
11AB094,2,1963/10/17,,
11AB094,2,1963/10/18,,
11AB094,2,1963/10/19,,
11AB094,2,1963/10/20,,
11AB094,2,1963/10/21,,
11AB094,2,1963/10/22,,
11AB094,2,1963/10/23,,
11AB094,2,1963/10/24,,
11AB094,2,1963/10/25,,
11AB094,2,1963/10/26,,
11AB094,2,1963/10/27,,
11AB094,2,1963/10/28,,
11AB094,2,1963/10/29,,
11AB094,2,1963/10/30,,
11AB094,2,1963/10/31,1135.136,E
11AB094,2,1963/11/01,,
11AB094,2,1963/11/02,,
11AB094,2,1963/11/03,,
11AB094,2,1963/11/04,,
11AB094,2,1963/11/05,,
11AB094,2,1963/11/06,,
11AB094,2,1963/11/07,,
11AB094,2,1963/11/08,1135.121,
11AB094,2,1963/11/09,,
11AB094,2,1963/11/10,,
11AB094,2,1963/11/11,,
11AB094,2,1963/11/12,,
11AB094,2,1963/11/13,,
11AB094,2,1963/11/14,,
11AB094,2,1963/11/15,,
11AB094,2,1963/11/16,,
11AB094,2,1963/11/17,,
11AB094,2,1963/11/18,,
11AB094,2,1963/11/19,,
11AB094,2,1963/11/20,,
11AB094,2,1963/11/21,,
11AB094,2,1963/11/22,,
11AB094,2,1963/11/23,,
11AB094,2,1963/11/24,,
11AB094,2,1963/11/25,,
11AB094,2,1963/11/26,,
11AB094,2,1963/11/27,,
11AB094,2,1963/11/28,,
11AB094,2,1963/11/29,,
11AB094,2,1963/11/30,,
11AB094,2,1963/12/01,,
11AB094,2,1963/12/02,,
11AB094,2,1963/12/03,,
11AB094,2,1963/12/04,,
11AB094,2,1963/12/05,,
11AB094,2,1963/12/06,,
11AB094,2,1963/12/07,,
11AB094,2,1963/12/08,,
11AB094,2,1963/12/09,,
11AB094,2,1963/12/10,,
11AB094,2,1963/12/11,,
11AB094,2,1963/12/12,,
11AB094,2,1963/12/13,,
