﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
 ID,PARAM,Date,Value,SYM
02GA030,1,1965/08/06,0.034,
02GA030,1,1965/08/07,0.028,
02GA030,1,1965/08/08,0.028,
02GA030,1,1965/08/09,0.028,
02GA030,1,1965/08/10,0.017,
02GA030,1,1965/08/11,0.017,
02GA030,1,1965/08/12,0.006,
02GA030,1,1965/08/13,0.006,
02GA030,1,1965/08/14,0.006,
02GA030,1,1965/08/15,0.008,
02GA030,1,1965/08/16,0.017,
02GA030,1,1965/08/17,0.014,
02GA030,1,1965/08/18,0.011,
02GA030,1,1965/08/19,0.028,
02GA030,1,1965/08/20,0.042,
02GA030,1,1965/08/21,0.020,
02GA030,1,1965/08/22,0.020,
02GA030,1,1965/08/23,0.020,
02GA030,1,1965/08/24,0.011,
02GA030,1,1965/08/25,0.00,
02GA030,1,1965/08/26,0.008,
02GA030,1,1965/08/27,0.014,
02GA030,1,1965/08/28,0.031,
02GA030,1,1965/08/29,0.034,
02GA030,1,1965/08/30,0.011,
02GA030,1,1965/08/31,0.011,
02GA030,1,1965/09/01,0.011,
02GA030,1,1965/09/02,0.014,
02GA030,1,1965/09/03,0.011,
02GA030,1,1965/09/04,0.014,
02GA030,1,1965/09/05,0.017,
02GA030,1,1965/09/06,0.017,
02GA030,1,1965/09/07,0.023,
02GA030,1,1965/09/08,0.023,
02GA030,1,1965/09/09,0.037,
02GA030,1,1965/09/10,0.014,
02GA030,1,1965/09/11,0.014,
02GA030,1,1965/09/12,0.017,
02GA030,1,1965/09/13,0.017,
02GA030,1,1965/09/14,0.017,
02GA030,1,1965/09/15,0.017,
02GA030,1,1965/09/16,0.014,
02GA030,1,1965/09/17,0.017,
02GA030,1,1965/09/18,0.025,
02GA030,1,1965/09/19,0.028,
02GA030,1,1965/09/20,0.025,
02GA030,1,1965/09/21,0.025,
02GA030,1,1965/09/22,0.017,
02GA030,1,1965/09/23,0.042,
02GA030,1,1965/09/24,0.057,
02GA030,1,1965/09/25,0.031,
02GA030,1,1965/09/26,0.034,
02GA030,1,1965/09/27,0.037,
02GA030,1,1965/09/28,0.031,
02GA030,1,1965/09/29,0.034,
02GA030,1,1965/09/30,0.040,
02GA030,1,1965/10/01,0.147,
02GA030,1,1965/10/02,0.096,
02GA030,1,1965/10/03,0.062,
02GA030,1,1965/10/04,0.037,
02GA030,1,1965/10/05,0.034,
02GA030,1,1965/10/06,0.037,
02GA030,1,1965/10/07,0.040,
02GA030,1,1965/10/08,0.136,
02GA030,1,1965/10/09,0.147,
02GA030,1,1965/10/10,0.116,
02GA030,1,1965/10/11,0.085,
02GA030,1,1965/10/12,0.091,
02GA030,1,1965/10/13,0.074,
02GA030,1,1965/10/14,0.062,
02GA030,1,1965/10/15,0.068,
02GA030,1,1965/10/16,0.079,
02GA030,1,1965/10/17,0.085,
02GA030,1,1965/10/18,0.037,
02GA030,1,1965/10/19,0.020,
02GA030,1,1965/10/20,0.028,
02GA030,1,1965/10/21,0.127,
02GA030,1,1965/10/22,0.382,
02GA030,1,1965/10/23,0.538,
02GA030,1,1965/10/24,0.181,
02GA030,1,1965/10/25,0.122,
02GA030,1,1965/10/26,0.105,
02GA030,1,1965/10/27,0.096,
02GA030,1,1965/10/28,0.085,
02GA030,1,1965/10/29,0.076,
02GA030,1,1965/10/30,0.074,
02GA030,1,1965/10/31,0.074,
