﻿Daily Water Level (m) (PARAM = 2)
 ID,PARAM,Date,Value,SYM
06EB002,2,1951/10/01,260.238,
06EB002,2,1951/10/02,260.238,
06EB002,2,1951/10/03,260.241,
06EB002,2,1951/10/04,260.250,
06EB002,2,1951/10/05,260.244,
06EB002,2,1951/10/06,260.244,
06EB002,2,1951/10/07,260.241,
06EB002,2,1951/10/08,260.238,
06EB002,2,1951/10/09,260.235,
06EB002,2,1951/10/10,260.232,
06EB002,2,1951/10/11,260.223,
06EB002,2,1951/10/12,260.220,
06EB002,2,1951/10/13,260.217,
06EB002,2,1951/10/14,260.214,
06EB002,2,1951/10/15,260.208,
06EB002,2,1951/10/16,,
06EB002,2,1951/10/17,,
06EB002,2,1951/10/18,260.177,
06EB002,2,1951/10/19,260.162,
06EB002,2,1951/10/20,260.147,
06EB002,2,1951/10/21,260.138,
06EB002,2,1951/10/22,260.129,
06EB002,2,1951/10/23,260.122,
06EB002,2,1951/10/24,260.116,
06EB002,2,1951/10/25,260.110,
06EB002,2,1951/10/26,260.104,
06EB002,2,1951/10/27,260.098,
06EB002,2,1951/10/28,260.083,
06EB002,2,1951/10/29,260.068,
06EB002,2,1951/10/30,260.058,
06EB002,2,1951/10/31,260.052,
06EB002,2,1951/11/01,260.043,
06EB002,2,1951/11/02,260.034,
06EB002,2,1951/11/03,260.019,
06EB002,2,1951/11/04,260.010,
06EB002,2,1951/11/05,260.013,
06EB002,2,1951/11/06,259.982,
06EB002,2,1951/11/07,259.967,
06EB002,2,1951/11/08,259.961,
06EB002,2,1951/11/09,259.949,
06EB002,2,1951/11/10,259.930,
06EB002,2,1951/11/11,259.921,
06EB002,2,1951/11/12,259.912,
06EB002,2,1951/11/13,259.900,
06EB002,2,1951/11/14,259.894,
06EB002,2,1951/11/15,259.882,
06EB002,2,1951/11/16,259.857,
06EB002,2,1951/11/17,259.845,
06EB002,2,1951/11/18,259.830,
06EB002,2,1951/11/19,259.824,
06EB002,2,1951/11/20,259.812,
06EB002,2,1951/11/21,259.805,
06EB002,2,1951/11/22,259.787,
06EB002,2,1951/11/23,259.778,
06EB002,2,1951/11/24,259.766,
06EB002,2,1951/11/25,259.757,
06EB002,2,1951/11/26,259.754,
06EB002,2,1951/11/27,259.751,
06EB002,2,1951/11/28,259.748,
06EB002,2,1951/11/29,259.732,
06EB002,2,1951/11/30,259.723,
06EB002,2,1951/12/01,259.702,
06EB002,2,1951/12/02,259.693,
06EB002,2,1951/12/03,259.680,
06EB002,2,1951/12/04,259.671,
06EB002,2,1951/12/05,259.668,
06EB002,2,1951/12/06,259.665,
06EB002,2,1951/12/07,259.659,
06EB002,2,1951/12/08,259.653,
06EB002,2,1951/12/09,259.638,
06EB002,2,1951/12/10,259.635,
06EB002,2,1951/12/11,259.626,
06EB002,2,1951/12/12,259.613,
06EB002,2,1951/12/13,259.607,
06EB002,2,1951/12/14,259.601,
06EB002,2,1951/12/15,259.595,
06EB002,2,1951/12/16,259.577,
06EB002,2,1951/12/17,259.565,
06EB002,2,1951/12/18,259.565,
06EB002,2,1951/12/19,259.562,
06EB002,2,1951/12/20,259.555,
06EB002,2,1951/12/21,259.552,
06EB002,2,1951/12/22,259.546,
06EB002,2,1951/12/23,259.543,
06EB002,2,1951/12/24,259.540,
06EB002,2,1951/12/25,259.540,
06EB002,2,1951/12/26,259.537,
06EB002,2,1951/12/27,259.531,
06EB002,2,1951/12/28,259.531,
06EB002,2,1951/12/29,259.531,
06EB002,2,1951/12/30,259.528,
06EB002,2,1951/12/31,259.525,
06EB002,2,1952/01/01,259.504,
06EB002,2,1952/01/02,259.501,
06EB002,2,1952/01/03,259.498,
06EB002,2,1952/01/04,259.495,
06EB002,2,1952/01/05,259.485,
06EB002,2,1952/01/06,259.482,
06EB002,2,1952/01/07,259.479,
06EB002,2,1952/01/08,259.470,
06EB002,2,1952/01/09,259.467,
06EB002,2,1952/01/10,259.458,
06EB002,2,1952/01/11,259.455,
06EB002,2,1952/01/12,259.452,
06EB002,2,1952/01/13,259.449,
06EB002,2,1952/01/14,259.446,
06EB002,2,1952/01/15,259.446,
06EB002,2,1952/01/16,259.449,
06EB002,2,1952/01/17,259.449,
06EB002,2,1952/01/18,259.446,
06EB002,2,1952/01/19,259.440,
06EB002,2,1952/01/20,259.446,
06EB002,2,1952/01/21,259.446,
06EB002,2,1952/01/22,259.443,
06EB002,2,1952/01/23,259.443,
06EB002,2,1952/01/24,259.443,
06EB002,2,1952/01/25,259.440,
