"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-01","2011","01","01","","0.4","","-3.0","","-1.3","","19.3","","0.0","","","M","","M","0.0","","","","2","","54",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-02","2011","01","02","","3.1","","-3.0","","0.1","","17.9","","0.0","","","M","","M","0.4","","","","4","","56",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-03","2011","01","03","","5.4","","-2.3","","1.6","","16.4","","0.0","","","M","","M","0.6","","","","2","","50",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-04","2011","01","04","","0.9","","-4.1","","-1.6","","19.6","","0.0","","","M","","M","0.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-05","2011","01","05","","1.0","","-0.4","","0.3","","17.7","","0.0","","","M","","M","26.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-06","2011","01","06","","4.1","","0.6","","2.4","","15.6","","0.0","","","M","","M","39.4","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-07","2011","01","07","","8.7","","2.2","","5.5","","12.5","","0.0","","","M","","M","33.0","","","","23","","37",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-08","2011","01","08","","4.3","","0.2","","2.3","","15.7","","0.0","","","M","","M","17.8","","","","5","","33",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-09","2011","01","09","","2.9","","-1.3","","0.8","","17.2","","0.0","","","M","","M","1.4","","","","31","","63",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-10","2011","01","10","","-0.8","","-2.1","","-1.5","","19.5","","0.0","","","M","","M","0.6","","","","31","","41",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-11","2011","01","11","","1.5","","-1.9","","-0.2","","18.2","","0.0","","","M","","M","0.0","","","","34","","46",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-12","2011","01","12","","5.7","","-2.2","","1.8","","16.2","","0.0","","","M","","M","9.2","","","","5","","52",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-13","2011","01","13","","7.7","","0.9","","4.3","","13.7","","0.0","","","M","","M","21.8","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-14","2011","01","14","","8.5","","2.0","","5.3","","12.7","","0.0","","","M","","M","59.0","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-15","2011","01","15","","8.5","","3.4","","6.0","","12.0","","0.0","","","M","","M","7.6","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-16","2011","01","16","","11.9","","3.8","","7.9","","10.1","","0.0","","","M","","M","58.8","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-17","2011","01","17","","10.7","","5.8","","8.3","","9.7","","0.0","","","M","","M","16.6","","","","24","","46",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-18","2011","01","18","","6.0","","1.0","","3.5","","14.5","","0.0","","","M","","M","5.4","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-19","2011","01","19","","3.4","","-1.0","","1.2","","16.8","","0.0","","","M","","M","0.2","","","","5","","37",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-20","2011","01","20","","3.0","","0.4","","1.7","","16.3","","0.0","","","M","","M","4.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-21","2011","01","21","","7.1","","2.2","","4.7","","13.3","","0.0","","","M","","M","17.6","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-22","2011","01","22","","7.2","","4.1","","5.7","","12.3","","0.0","","","M","","M","3.8","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-23","2011","01","23","","7.7","","4.0","","5.9","","12.1","","0.0","","","M","","M","0.4","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-24","2011","01","24","","6.5","","4.8","","5.7","","12.3","","0.0","","","M","","M","25.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-25","2011","01","25","","8.4","","5.6","","7.0","","11.0","","0.0","","","M","","M","4.4","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-26","2011","01","26","","10.4","","5.3","","7.9","","10.1","","0.0","","","M","","M","0.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-27","2011","01","27","","7.5","","1.2","","4.4","","13.6","","0.0","","","M","","M","0.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-28","2011","01","28","","5.5","","0.5","","3.0","","15.0","","0.0","","","M","","M","17.4","","","","5","","32",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-29","2011","01","29","","5.6","","2.9","","4.3","","13.7","","0.0","","","M","","M","17.0","","","","3","","65",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-30","2011","01","30","","3.8","","-0.3","","1.8","","16.2","","0.0","","","M","","M","0.4","","","","4","","67",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-01-31","2011","01","31","","2.1","","-2.5","","-0.2","","18.2","","0.0","","","M","","M","0.6","","","","36","","54",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-01","2011","02","01","","2.7","","-3.2","","-0.3","","18.3","","0.0","","","M","","M","0.2","","","","4","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-02","2011","02","02","","5.5","","-1.1","","2.2","","15.8","","0.0","","","M","","M","0.2","","","","4","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-03","2011","02","03","","4.0","","0.8","","2.4","","15.6","","0.0","","","M","","M","15.0","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-04","2011","02","04","","12.1","","2.9","","7.5","","10.5","","0.0","","","M","","M","29.6","","","","23","","32",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-05","2011","02","05","","9.3","","4.4","","6.9","","11.1","","0.0","","","M","","M","0.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-06","2011","02","06","","10.9","","4.1","","7.5","","10.5","","0.0","","","M","","M","14.0","","","","24","","33",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-07","2011","02","07","","11.1","","5.0","","8.1","","9.9","","0.0","","","M","","M","4.0","","","","26","","54",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-08","2011","02","08","","6.4","","1.9","","4.2","","13.8","","0.0","","","M","","M","0.2","","","","31","","54",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-09","2011","02","09","","5.9","","-1.2","","2.4","","15.6","","0.0","","","M","","M","0.6","","","","4","","41",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-10","2011","02","10","","7.8","","-2.6","","2.6","","15.4","","0.0","","","M","","M","0.4","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-11","2011","02","11","","3.8","","0.0","","1.9","","16.1","","0.0","","","M","","M","17.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-12","2011","02","12","","9.7","","1.8","","5.8","","12.2","","0.0","","","M","","M","17.2","","","","23","","65",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-13","2011","02","13","","8.5","","4.7","","6.6","","11.4","","0.0","","","M","","M","5.8","","","","24","","44",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-14","2011","02","14","","7.9","","4.4","","6.2","","11.8","","0.0","","","M","","M","13.6","","","","3","","37",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-15","2011","02","15","","7.8","","0.8","","4.3","","13.7","","0.0","","","M","","M","1.8","","","","28","","44",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-16","2011","02","16","","7.3","","0.5","","3.9","","14.1","","0.0","","","M","","M","3.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-17","2011","02","17","","7.7","","-0.1","","3.8","","14.2","","0.0","","","M","","M","1.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-18","2011","02","18","","7.1","","1.7","","4.4","","13.6","","0.0","","","M","","M","0.0","","","","36","","52",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-19","2011","02","19","","6.3","","-1.3","","2.5","","15.5","","0.0","","","M","","M","0.4","","","","30","","61",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-20","2011","02","20","","5.4","","-3.0","","1.2","","16.8","","0.0","","","M","","M","0.0","","","","3","","48",""
"-121.76","49.24","AGASSIZ RCS","1100119","2011-02-21","2011","02","21","","1.9","","-2.6","","-0.4","","18.4","","0.0","","","M","","M","0.6","","","","","","<31",""
