"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-01","2012","01","01","","7.7","","3.4","","5.6","","12.4","","0.0","","","M","","M","0.0","","","","3","","46",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-02","2012","01","02","","8.6","","4.8","","6.7","","11.3","","0.0","","","M","","M","13.4","","","","4","","57",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-03","2012","01","03","","8.1","","2.8","","5.5","","12.5","","0.0","","","M","","M","20.8","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-04","2012","01","04","","10.4","","5.6","","8.0","","10.0","","0.0","","","M","","M","37.2","","","","21","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-05","2012","01","05","","10.4","","4.8","","7.6","","10.4","","0.0","","","M","","M","10.8","","","","24","","37",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-06","2012","01","06","","5.2","","0.2","","2.7","","15.3","","0.0","","","M","","M","1.0","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-07","2012","01","07","","3.3","","-0.9","","1.2","","16.8","","0.0","","","M","","M","1.8","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-08","2012","01","08","","6.1","","2.8","","4.5","","13.5","","0.0","","","M","","M","3.6","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-09","2012","01","09","","9.1","","4.8","","7.0","","11.0","","0.0","","","M","","M","4.6","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-10","2012","01","10","","6.7","","0.2","","3.5","","14.5","","0.0","","","M","","M","0.4","","","","35","","46",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-11","2012","01","11","","4.6","","1.3","","3.0","","15.0","","0.0","","","M","","M","0.0","","","","33","","57",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-12","2012","01","12","","3.5","","-2.1","","0.7","","17.3","","0.0","","","M","","M","0.0","","","","4","","65",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-13","2012","01","13","","4.1","","-5.1","","-0.5","","18.5","","0.0","","","M","","M","0.4","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-14","2012","01","14","","3.4","","-0.2","","1.6","","16.4","","0.0","","","M","","M","2.8","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-15","2012","01","15","","3.6","","-3.9","","-0.2","","18.2","","0.0","","","M","","M","16.6","","","","4","","44",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-16","2012","01","16","","-2.5","","-7.1","","-4.8","","22.8","","0.0","","","M","","M","0.2","","","","5","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-17","2012","01","17","","-5.7","","-12.3","","-9.0","","27.0","","0.0","","","M","","M","0.0","","","","4","","98",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-18","2012","01","18","","-10.0","","-13.8","","-11.9","","29.9","","0.0","","","M","","M","0.6","","","","4","","80",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-19","2012","01","19","","-7.7","","-11.2","","-9.5","","27.5","","0.0","","","M","","M","0.0","","","","6","","82",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-20","2012","01","20","","-0.8","","-9.3","","-5.1","","23.1","","0.0","","","M","","M","0.6","","","","5","","76",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-21","2012","01","21","","7.0","","-1.4","","2.8","","15.2","","0.0","","","M","","M","25.2","","","","22","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-22","2012","01","22","","4.6","","-0.1","","2.3","","15.7","","0.0","","","M","","M","10.8","","","","4","","33",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-23","2012","01","23","","6.3","","-1.9","","2.2","","15.8","","0.0","","","M","","M","1.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-24","2012","01","24","","9.1","","-1.5","","3.8","","14.2","","0.0","","","M","","M","22.4","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-25","2012","01","25","","10.1","","2.3","","6.2","","11.8","","0.0","","","M","","M","3.2","","","","25","","50",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-26","2012","01","26","","7.6","","0.6","","4.1","","13.9","","0.0","","","M","","M","10.2","","","","23","","41",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-27","2012","01","27","","5.5","","-1.1","","2.2","","15.8","","0.0","","","M","","M","0.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-28","2012","01","28","","2.2","","0.2","","1.2","","16.8","","0.0","","","M","","M","9.8","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-29","2012","01","29","","7.4","","0.6","","4.0","","14.0","","0.0","","","M","","M","51.4","","","","5","","33",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-30","2012","01","30","","8.4","","3.8","","6.1","","11.9","","0.0","","","M","","M","7.6","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2012-01-31","2012","01","31","","7.3","","3.7","","5.5","","12.5","","0.0","","","M","","M","10.8","","","","","","<31",""
