"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-01","2002","01","01","","9.6","","5.1","","7.4","","10.6","","0.0","","","","","","1.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-02","2002","01","02","","9.5","","3.9","","6.7","","11.3","","0.0","","","","","","5.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-03","2002","01","03","","8.6","","3.9","","6.3","","11.7","","0.0","","","","","","3.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-04","2002","01","04","","9.1","","4.6","","6.9","","11.1","","0.0","","","","","","0.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-05","2002","01","05","","8.1","","5.8","","7.0","","11.0","","0.0","","","","","","0.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-06","2002","01","06","","8.7","","3.3","","6.0","","12.0","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-07","2002","01","07","","12.9","","7.0","","10.0","","8.0","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-08","2002","01","08","","11.2","","6.3","","8.8","","9.2","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-09","2002","01","09","","8.6","","5.1","","6.9","","11.1","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-10","2002","01","10","","6.4","","3.6","","5.0","","13.0","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-11","2002","01","11","","8.8","","5.4","","7.1","","10.9","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-12","2002","01","12","","9.0","","5.5","","7.3","","10.7","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-13","2002","01","13","","7.6","","1.7","","4.7","","13.3","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-14","2002","01","14","","8.4","","1.8","","5.1","","12.9","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-15","2002","01","15","","6.1","","-1.8","","2.2","","15.8","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-16","2002","01","16","","4.1","","-0.4","","1.9","","16.1","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-17","2002","01","17","","3.7","","-2.8","","0.5","","17.5","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-18","2002","01","18","","1.5","","-0.4","","0.6","","17.4","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-19","2002","01","19","","2.8","","0.0","","1.4","","16.6","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-20","2002","01","20","","6.8","","0.0","","3.4","","14.6","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-21","2002","01","21","","6.3","","0.5","","3.4","","14.6","","0.0","","","","","","","M","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2002-01-22","2002","01","22","","1.8","","-0.1","","0.9","","17.1","","0.0","","","","","","","M","","","","","",""
