"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-01","2015","01","01","","3.4","","-3.4","","0.0","","18.0","","0.0","","","M","","M","0.0","","","","4","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-02","2015","01","02","","1.4","","-1.7","","-0.2","","18.2","","0.0","","","M","","M","3.5","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-03","2015","01","03","","2.2","","0.0","","1.1","","16.9","","0.0","","","M","","M","0.6","","","","5","","46",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-04","2015","01","04","","0.6","","-2.7","","-1.1","","19.1","","0.0","","","M","","M","13.0","","","","4","","65",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-05","2015","01","05","","1.6","","-0.6","","0.5","","17.5","","0.0","","","M","","M","57.0","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-06","2015","01","06","","5.9","","0.5","","3.2","","14.8","","0.0","","","M","","M","1.6","","","","4","","50",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-07","2015","01","07","","8.2","","2.7","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","4","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-08","2015","01","08","","11.3","","5.3","","8.3","","9.7","","0.0","","","M","","M","0.0","","","","2","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-09","2015","01","09","","9.1","","4.7","","6.9","","11.1","","0.0","","","M","","M","0.0","","","","6","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-10","2015","01","10","","5.7","","3.0","","4.4","","13.6","","0.0","","","M","","M","1.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-11","2015","01","11","","7.5","","4.2","","5.9","","12.1","","0.0","","","M","","M","0.2","","","","5","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-12","2015","01","12","","8.6","","3.9","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","4","","46",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-13","2015","01","13","","8.6","","1.7","","5.2","","12.8","","0.0","","","M","","M","0.0","","","","3","","46",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-14","2015","01","14","","8.8","","4.3","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","2","","56",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-15","2015","01","15","","6.8","","1.3","","4.1","","13.9","","0.0","","","M","","M","3.5","","","","3","","52",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-16","2015","01","16","","10.1","","1.7","","5.9","","12.1","","0.0","","","M","","M","12.1","","","","4","","43",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-17","2015","01","17","","7.6","","1.0","","4.3","","13.7","","0.0","","","M","","M","4.8","","","","3","","39",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-18","2015","01","18","","12.2","","4.6","","8.4","","9.6","","0.0","","","M","","M","23.9","","","","22","","61",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-19","2015","01","19","","10.0","","3.4","","6.7","","11.3","","0.0","","","M","","M","7.3","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-20","2015","01","20","","9.9","","2.0","","6.0","","12.0","","0.0","","","M","","M","0.2","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-21","2015","01","21","","8.5","","1.5","","5.0","","13.0","","0.0","","","M","","M","0.0","","","","1","","32",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-22","2015","01","22","","","M","3.7","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-23","2015","01","23","","10.6","","5.3","","8.0","","10.0","","0.0","","","M","","M","41.6","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2015-01-24","2015","01","24","","12.4","","9.0","","10.7","","7.3","","0.0","","","M","","M","26.3","","","","","","<31",""
