"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-01","2001","01","01","","8.9","","2.3","","5.6","","12.4","","0.0","","","","","","0.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-02","2001","01","02","","10.2","","4.4","","7.3","","10.7","","0.0","","","","","","0.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-03","2001","01","03","","8.1","","3.2","","5.7","","12.3","","0.0","","","","","","7.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-04","2001","01","04","","7.1","","4.6","","5.9","","12.1","","0.0","","","","","","17.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-05","2001","01","05","","10.9","","5.2","","8.1","","9.9","","0.0","","","","","","29.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-06","2001","01","06","","9.7","","-0.7","","4.5","","13.5","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-07","2001","01","07","","8.6","","5.4","","7.0","","11.0","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-08","2001","01","08","","7.2","","4.1","","5.7","","12.3","","0.0","","","","","","9.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-09","2001","01","09","","8.4","","2.3","","5.4","","12.6","","0.0","","","","","","0.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-10","2001","01","10","","8.8","","3.0","","5.9","","12.1","","0.0","","","","","","2.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-11","2001","01","11","","7.3","","5.6","","6.5","","11.5","","0.0","","","","","","0.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-12","2001","01","12","","9.2","","1.0","","5.1","","12.9","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-13","2001","01","13","","6.0","","1.5","","3.8","","14.2","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-14","2001","01","14","","4.3","","0.4","","2.4","","15.6","","0.0","","","","","","0.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-15","2001","01","15","","6.8","","-1.2","","2.8","","15.2","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-16","2001","01","16","","6.8","","-2.0","","2.4","","15.6","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-17","2001","01","17","","4.5","","-2.5","","1.0","","17.0","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-18","2001","01","18","","6.0","","1.3","","3.7","","14.3","","0.0","","","","","","4.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-19","2001","01","19","","8.6","","2.4","","5.5","","12.5","","0.0","","","","","","1.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-20","2001","01","20","","7.1","","1.6","","4.4","","13.6","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-21","2001","01","21","","5.9","","2.7","","4.3","","13.7","","0.0","","","","","","25.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-22","2001","01","22","","8.4","","2.2","","5.3","","12.7","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-23","2001","01","23","","9.7","","4.9","","7.3","","10.7","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-24","2001","01","24","","7.2","","2.9","","5.1","","12.9","","0.0","","","","","","1.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-25","2001","01","25","","8.4","","","N","","","","","","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-26","2001","01","26","","9.8","","","Y","","","","","","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-27","2001","01","27","","9.2","","-0.9","","4.2","","13.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-28","2001","01","28","","6.8","","-2.1","","2.4","","15.6","","0.0","","","","","","0.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-29","2001","01","29","","7.2","","2.4","","4.8","","13.2","","0.0","","","","","","16.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-30","2001","01","30","","6.2","","2.7","","4.5","","13.5","","0.0","","","","","","14.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-01-31","2001","01","31","","8.6","","4.2","","6.4","","11.6","","0.0","","","","","","6.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-01","2001","02","01","","7.7","","1.3","","4.5","","13.5","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-02","2001","02","02","","7.9","","4.1","","6.0","","12.0","","0.0","","","","","","14.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-03","2001","02","03","","10.0","","2.3","","6.2","","11.8","","0.0","","","","","","0.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-04","2001","02","04","","6.7","","2.9","","4.8","","13.2","","0.0","","","","","","11.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-05","2001","02","05","","7.4","","3.6","","5.5","","12.5","","0.0","","","","","","3.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-06","2001","02","06","","4.9","","0.7","","2.8","","15.2","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-07","2001","02","07","","4.1","","-2.8","","0.7","","17.3","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-08","2001","02","08","","2.1","","-1.4","","0.4","","17.6","","0.0","","","","","","1.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-09","2001","02","09","","6.6","","1.8","","4.2","","13.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-10","2001","02","10","","9.6","","1.2","","5.4","","12.6","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-11","2001","02","11","","10.1","","2.5","","6.3","","11.7","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-12","2001","02","12","","10.4","","-1.3","","4.6","","13.4","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-13","2001","02","13","","10.2","","-0.4","","4.9","","13.1","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-14","2001","02","14","","8.7","","-1.1","","3.8","","14.2","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-15","2001","02","15","","4.5","","-1.5","","1.5","","16.5","","0.0","","","","","","6.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-16","2001","02","16","","2.8","","-1.8","","0.5","","17.5","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-17","2001","02","17","","8.3","","1.9","","5.1","","12.9","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-18","2001","02","18","","9.9","","1.3","","5.6","","12.4","","0.0","","","","","","4.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-19","2001","02","19","","12.1","","1.0","","6.6","","11.4","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-20","2001","02","20","","11.3","","4.0","","7.7","","10.3","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-21","2001","02","21","","12.7","","4.8","","8.8","","9.2","","0.0","","","","","","0.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-22","2001","02","22","","11.7","","2.8","","7.3","","10.7","","0.0","","","","","","0.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-23","2001","02","23","","6.7","","3.7","","5.2","","12.8","","0.0","","","","","","4.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-24","2001","02","24","","5.3","","1.7","","3.5","","14.5","","0.0","","","","","","6.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-25","2001","02","25","","10.2","","1.1","","5.7","","12.3","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-26","2001","02","26","","11.1","","2.0","","6.6","","11.4","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-27","2001","02","27","","13.1","","1.4","","7.3","","10.7","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-02-28","2001","02","28","","10.9","","-2.5","","4.2","","13.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-01","2001","03","01","","7.5","","-0.4","","3.6","","14.4","","0.0","","","","","","17.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-02","2001","03","02","","8.6","","2.0","","5.3","","12.7","","0.0","","","","","","7.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-03","2001","03","03","","10.1","","-0.1","","5.0","","13.0","","0.0","","","","","","0.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-04","2001","03","04","","11.8","","2.4","","7.1","","10.9","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-05","2001","03","05","","11.6","","6.8","","9.2","","8.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-06","2001","03","06","","18.0","","5.9","","12.0","","6.0","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-07","2001","03","07","","19.5","","7.5","","13.5","","4.5","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-08","2001","03","08","","11.6","","6.5","","9.1","","8.9","","0.0","","","","","","24.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-09","2001","03","09","","13.8","","2.9","","8.4","","9.6","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-10","2001","03","10","","7.8","","0.4","","4.1","","13.9","","0.0","","","","","","0.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-11","2001","03","11","","8.1","","3.9","","6.0","","12.0","","0.0","","","","","","3.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-12","2001","03","12","","9.9","","5.6","","7.8","","10.2","","0.0","","","","","","5.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-13","2001","03","13","","9.9","","5.2","","7.6","","10.4","","0.0","","","","","","15.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-14","2001","03","14","","9.6","","4.0","","6.8","","11.2","","0.0","","","","","","0.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-15","2001","03","15","","8.2","","3.9","","6.1","","11.9","","0.0","","","","","","5.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-16","2001","03","16","","9.1","","3.3","","6.2","","11.8","","0.0","","","","","","0.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-17","2001","03","17","","12.4","","3.6","","8.0","","10.0","","0.0","","","","","","0.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-18","2001","03","18","","8.9","","5.9","","7.4","","10.6","","0.0","","","","","","37.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-19","2001","03","19","","10.3","","2.6","","6.5","","11.5","","0.0","","","","","","5.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-20","2001","03","20","","11.6","","4.7","","8.2","","9.8","","0.0","","","","","","0.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-21","2001","03","21","","11.8","","0.6","","6.2","","11.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-22","2001","03","22","","13.8","","-0.7","","6.6","","11.4","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-23","2001","03","23","","18.6","","3.5","","11.1","","6.9","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2001-03-24","2001","03","24","","16.7","","9.9","","13.3","","4.7","","0.0","","","","","","0.4","","","","","","",""
