"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-01","2020","01","01","","-9.1","","-12.5","","-10.8","","28.8","","0.0","","","","","","0.8","","26","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-02","2020","01","02","","-11.2","","-14.6","","-12.9","","30.9","","0.0","","","","","","0.1","","31","","","M","34",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-03","2020","01","03","","-4.4","","-11.2","","-7.8","","25.8","","0.0","","","","","","0.5","","26","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-04","2020","01","04","","-4.0","","-9.1","","-6.6","","24.6","","0.0","","","","","","3.5","","4","","","M","43",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-05","2020","01","05","","-3.7","","-14.7","","-9.2","","27.2","","0.0","","","","","","4.7","","36","","","M","71",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-06","2020","01","06","","-10.3","","-16.1","","-13.2","","31.2","","0.0","","","","","","1.5","","40","","","M","68",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-07","2020","01","07","","-15.8","","-23.9","","-19.8","","37.8","","0.0","","","","","","0.5","","32","","","M","68",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-08","2020","01","08","","-17.2","","-26.1","","-21.6","","39.6","","0.0","","","","","","2.1","","32","","","M","38",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-09","2020","01","09","","-13.3","","-20.9","","-17.1","","35.1","","0.0","","","","","","1.4","","5","","","M","33",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-10","2020","01","10","","-20.8","","-24.5","","-22.6","","40.6","","0.0","","","","","","0.3","","7","","","M","56",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-11","2020","01","11","","-16.9","","-24.6","","-20.7","","38.7","","0.0","","","","","","0.0","","1","","","M","38",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-12","2020","01","12","","-11.7","","-17.4","","-14.6","","32.6","","0.0","","","","","","0.4","","1","","","M","48",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-13","2020","01","13","","-10.0","","-17.4","","-13.7","","31.7","","0.0","","","","","","3.0","","2","","","M","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-14","2020","01","14","","-16.1","","-23.0","","-19.5","","37.5","","0.0","","","","","","0.2","","4","","","M","39",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-15","2020","01","15","","-22.9","","-27.9","","-25.4","","43.4","","0.0","","","","","","0.0","","1","","","M","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-16","2020","01","16","","","M","","M","","M","","M","","M","","","","","","M","1","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-17","2020","01","17","","-13.6","","-24.2","","-18.9","","36.9","","0.0","","","","","","0.2","","1","","","M","32",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-18","2020","01","18","","-14.1","","-17.0","","-15.5","","33.5","","0.0","","","","","","1.2","","3","","","M","47",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-19","2020","01","19","","","M","","M","","M","","M","","M","","","","","","M","1","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-20","2020","01","20","","-12.8","","-24.6","","-18.7","","36.7","","0.0","","","","","","0.1","","1","","","M","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2020-01-21","2020","01","21","","","M","","M","","M","","M","","M","","","","","","M","1","","","M","","M"
