"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-01","2010","01","01","","-23.4","","-27.6","","-25.5","","43.5","","0.0","","","M","","M","1.3","","38","","33","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-02","2010","01","02","","","M","-27.3","E","","M","","M","","M","","M","","M","","M","38","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-03","2010","01","03","","-15.0","","-21.3","","-18.2","","36.2","","0.0","","","M","","M","","M","40","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-04","2010","01","04","","-14.3","","-15.8","","-15.1","","33.1","","0.0","","","M","","M","","M","41","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-05","2010","01","05","","-13.7","E","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-06","2010","01","06","","-15.4","","-24.0","","-19.7","","37.7","","0.0","","","M","","M","0.0","","41","","31","","43",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-07","2010","01","07","","-21.0","","-24.8","","-22.9","","40.9","","0.0","","","M","","M","","M","42","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-08","2010","01","08","","-17.4","","-25.0","","-21.2","","39.2","","0.0","","","M","","M","0.0","","42","","19","","59",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-09","2010","01","09","","-11.6","","-19.8","","-15.7","","33.7","","0.0","","","M","","M","0.0","","43","","18","","56",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-10","2010","01","10","","-8.7","","-13.2","","-11.0","","29.0","","0.0","","","M","","M","","M","46","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-11","2010","01","11","","-8.0","","-10.9","","-9.5","","27.5","","0.0","","","M","","M","","M","45","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-12","2010","01","12","","-5.8","","-8.4","","-7.1","","25.1","","0.0","","","M","","M","","M","46","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-13","2010","01","13","","-4.3","","-9.1","","-6.7","","24.7","","0.0","","","M","","M","","M","46","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-14","2010","01","14","","","M","-14.1","E","","M","","M","","M","","M","","M","","M","44","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-15","2010","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-16","2010","01","16","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-17","2010","01","17","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-18","2010","01","18","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-19","2010","01","19","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-20","2010","01","20","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-21","2010","01","21","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-22","2010","01","22","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-23","2010","01","23","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-24","2010","01","24","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-25","2010","01","25","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-26","2010","01","26","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-27","2010","01","27","","","M","","M","","M","","M","","M","","M","","M","","M","50","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-28","2010","01","28","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-29","2010","01","29","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-30","2010","01","30","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-01-31","2010","01","31","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-01","2010","02","01","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-02","2010","02","02","","-15.9","","-21.1","","-18.5","","36.5","","0.0","","","M","","M","","M","48","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-03","2010","02","03","","-12.6","","-17.7","","-15.2","","33.2","","0.0","","0.0","","","M","0.6","","50","","17","","39",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-04","2010","02","04","","-13.3","E","-21.8","E","-17.6","E","35.6","E","0.0","E","","M","","M","0.0","E","49","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-05","2010","02","05","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-06","2010","02","06","","-6.4","","-19.1","","-12.8","","30.8","","0.0","","","M","","M","0.9","","52","","4","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-07","2010","02","07","","","M","-21.1","E","","M","","M","","M","","M","","M","","M","51","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-08","2010","02","08","","","M","","M","","M","","M","","M","","M","","M","","M","48","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-09","2010","02","09","","","M","-18.6","E","","M","","M","","M","","M","","M","","M","50","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-10","2010","02","10","","-11.2","","-18.2","","-14.7","","32.7","","0.0","","","M","","M","","M","49","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-11","2010","02","11","","-9.5","","-16.7","","-13.1","","31.1","","0.0","","","M","","M","","M","49","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-12","2010","02","12","","-8.9","","-12.0","","-10.5","","28.5","","0.0","","","M","","M","","M","54","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-13","2010","02","13","","-9.2","","-27.4","","-18.3","","36.3","","0.0","","","M","","M","","M","65","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-14","2010","02","14","","-15.0","","-27.7","","-21.4","","39.4","","0.0","","","M","","M","","M","61","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-15","2010","02","15","","-13.2","","-26.3","","-19.8","","37.8","","0.0","","","M","","M","","M","59","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-16","2010","02","16","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2010-02-17","2010","02","17","","-6.0","","-19.1","","-12.6","","30.6","","0.0","","","M","","M","","M","58","","","","<31",""
