"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-01","2021","01","01","","-8.0","","-19.0","","-13.5","","31.5","","0.0","","","","","","0.2","","1","","","M","38",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-02","2021","01","02","","-3.6","","-9.7","","-6.6","","24.6","","0.0","","","","","","0.3","","2","","","M","51",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-03","2021","01","03","","0.4","","-6.1","","-2.9","","20.9","","0.0","","","","","","0.1","","2","","","M","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-04","2021","01","04","","-1.8","","-10.9","","-6.4","","24.4","","0.0","","","","","","0.1","","2","","","M","58",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-05","2021","01","05","","-5.5","","-13.2","","-9.3","","27.3","","0.0","","","","","","0.0","","2","","","M","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-06","2021","01","06","","-1.8","","-5.5","","-3.6","","21.6","","0.0","","","","","","0.1","","2","","","M","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-07","2021","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-08","2021","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-09","2021","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2021-01-10","2021","01","10","","","","","","","","","","","","","","","","","","","","","","",""
