"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-01","2014","01","01","","7.4","","4.6","","6.0","","12.0","","0.0","","","M","","M","0.6","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-02","2014","01","02","","6.1","","4.8","","5.5","","12.5","","0.0","","","M","","M","54.3","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-03","2014","01","03","","7.7","","1.4","","4.6","","13.4","","0.0","","","M","","M","1.0","","","","22","","41",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-04","2014","01","04","","5.2","","1.1","","3.2","","14.8","","0.0","","","M","","M","0.0","","","","4","","37",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-05","2014","01","05","","6.4","","0.3","","3.4","","14.6","","0.0","","","M","","M","0.0","","","","35","","41",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-06","2014","01","06","","5.4","","2.5","","4.0","","14.0","","0.0","","","M","","M","0.0","","","","4","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-07","2014","01","07","","4.7","","-0.1","","2.3","","15.7","","0.0","","","M","","M","","M","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-08","2014","01","08","","","M","1.7","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-09","2014","01","09","","7.3","","2.7","","5.0","","13.0","","0.0","","","M","","M","13.6","","","","27","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-10","2014","01","10","","9.7","","2.8","","6.3","","11.7","","0.0","","","M","","M","11.1","","","","26","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-11","2014","01","11","","8.7","","3.5","","6.1","","11.9","","0.0","","","M","","M","34.3","","","","28","","43",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-12","2014","01","12","","9.8","","4.3","","7.1","","10.9","","0.0","","","M","","M","16.2","","","","24","","43",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-13","2014","01","13","","12.2","","8.5","","10.4","","7.6","","0.0","","","M","","M","7.1","","","","21","","54",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-14","2014","01","14","","10.8","","7.9","","9.4","","8.6","","0.0","","","M","","M","0.8","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-15","2014","01","15","","9.7","","3.1","","6.4","","11.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-16","2014","01","16","","11.1","","1.6","","6.4","","11.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-17","2014","01","17","","9.5","","3.1","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","4","","52",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-18","2014","01","18","","8.0","","0.9","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","1","","44",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-19","2014","01","19","","8.3","","-0.1","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-20","2014","01","20","","9.8","","-1.0","","4.4","","13.6","","0.0","","","M","","M","0.0","","","","4","","56",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-21","2014","01","21","","7.9","","3.4","","5.7","","12.3","","0.0","","","M","","M","0.0","","","","5","","69",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-22","2014","01","22","","9.3","","0.0","","4.7","","13.3","","0.0","","","M","","M","0.0","","","","5","","37",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-23","2014","01","23","","12.7","","5.6","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","4","","46",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-24","2014","01","24","","12.8","","7.5","","10.2","","7.8","","0.0","","","M","","M","0.0","","","","6","","54",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-25","2014","01","25","","12.6","","3.8","","8.2","","9.8","","0.0","","","M","","M","0.0","","","","6","","61",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-26","2014","01","26","","10.3","","3.1","","6.7","","11.3","","0.0","","","M","","M","0.0","","","","4","","52",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-27","2014","01","27","","9.8","","6.7","","8.3","","9.7","","0.0","","","M","","M","0.0","","","","1","","57",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-28","2014","01","28","","7.0","","4.6","","5.8","","12.2","","0.0","","","M","","M","0.2","","","","5","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-29","2014","01","29","","7.2","","3.8","","5.5","","12.5","","0.0","","","M","","M","8.0","","","","4","","46",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-30","2014","01","30","","5.5","","2.7","","4.1","","13.9","","0.0","","","M","","M","6.2","","","","5","","48",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-01-31","2014","01","31","","3.8","","-0.5","","1.7","","16.3","","0.0","","","M","","M","0.0","","","","5","","48",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-01","2014","02","01","","0.6","","-2.1","","-0.8","","18.8","","0.0","","","M","","M","0.0","","","","4","","50",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-02","2014","02","02","","3.6","","-0.9","","1.4","","16.6","","0.0","","","M","","M","0.0","","","","4","","52",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-03","2014","02","03","","1.4","","-2.3","","-0.5","","18.5","","0.0","","","M","","M","0.0","","","","31","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-04","2014","02","04","","-1.7","","-5.0","","-3.4","","21.4","","0.0","","","M","","M","0.2","","","","28","","52",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-05","2014","02","05","","-2.5","","-5.7","","-4.1","","22.1","","0.0","","","M","","M","0.0","","","","32","","59",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-06","2014","02","06","","-0.3","","-6.6","","-3.5","","21.5","","0.0","","","M","","M","0.0","","","","31","","61",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-07","2014","02","07","","0.3","","-5.8","","-2.8","","20.8","","0.0","","","M","","M","0.0","","","","4","","43",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-08","2014","02","08","","2.8","","-3.8","","-0.5","","18.5","","0.0","","","M","","M","0.0","","","","31","","56",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-09","2014","02","09","","0.6","","-3.7","","-1.6","","19.6","","0.0","","","M","","M","0.0","","","","5","","52",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-10","2014","02","10","","3.6","","-4.6","","-0.5","","18.5","","0.0","","","M","","M","17.3","","","","4","","39",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-11","2014","02","11","","9.0","","2.6","","5.8","","12.2","","0.0","","","M","","M","8.1","","","","25","","32",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-12","2014","02","12","","9.2","","2.1","","5.7","","12.3","","0.0","","","M","","M","20.0","","","","27","","44",""
"-121.76","49.24","AGASSIZ RCS","1100119","2014-02-13","2014","02","13","","11.3","","2.4","","6.9","","11.1","","0.0","","","M","","M","8.9","","","","22","","44",""
