"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-01","2017","01","01","","2.7","","-1.5","","0.6","","17.4","","0.0","","","M","","M","1.3","","10","","31","","48",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-02","2017","01","02","","-0.6","","-3.9","","-2.3","","20.3","","0.0","","","M","","M","0.0","","9","","32","","65",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-03","2017","01","03","","-2.8","","-5.6","","-4.2","","22.2","","0.0","","","M","","M","0.0","","5","","31","","69",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-04","2017","01","04","","2.1","","-4.3","","-1.1","","19.1","","0.0","","","M","","M","0.0","","5","","31","","70",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-05","2017","01","05","","-0.6","","-5.8","","-3.2","","21.2","","0.0","","","M","","M","0.0","","4","","3","","54",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-06","2017","01","06","","3.0","","-5.5","","-1.3","","19.3","","0.0","","","M","","M","0.0","","4","","4","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-07","2017","01","07","","3.3","","-0.9","","1.2","","16.8","","0.0","","","M","","M","0.0","","4","","2","","56",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-08","2017","01","08","","4.4","","-0.6","","1.9","","16.1","","0.0","","","M","","M","1.8","","4","","35","","67",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-09","2017","01","09","","1.1","","-7.1","","-3.0","","21.0","","0.0","","","M","","M","7.3","","8","","5","","69",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-10","2017","01","10","","-0.3","","-5.0","","-2.7","","20.7","","0.0","","","M","","M","0.0","","4","","31","","74",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-11","2017","01","11","","-0.3","","-5.3","","-2.8","","20.8","","0.0","","","M","","M","0.0","","4","","32","","72",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-12","2017","01","12","","-2.3","","-9.7","","-6.0","","24.0","","0.0","","","M","","M","0.0","","4","","5","","61",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-13","2017","01","13","","-3.1","","-8.1","","-5.6","","23.6","","0.0","","","M","","M","0.0","","4","","4","","56",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-14","2017","01","14","","0.9","","-5.5","","-2.3","","20.3","","0.0","","","M","","M","0.0","","5","","4","","44",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-15","2017","01","15","","2.6","","-3.9","","-0.7","","18.7","","0.0","","","M","","M","0.0","","5","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-16","2017","01","16","","5.1","","-1.5","","1.8","","16.2","","0.0","","","M","","M","3.7","","5","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-17","2017","01","17","","6.0","","1.0","","3.5","","14.5","","0.0","","","M","","M","38.3","","4","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-18","2017","01","18","","8.5","","3.4","","6.0","","12.0","","0.0","","","M","","M","25.3","","4","","5","","44",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-19","2017","01","19","","6.8","","2.3","","4.6","","13.4","","0.0","","","M","","M","16.9","","3","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-20","2017","01","20","","8.6","","1.0","","4.8","","13.2","","0.0","","","M","","M","0.2","","3","","36","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-21","2017","01","21","","9.5","","1.1","","5.3","","12.7","","0.0","","","M","","M","0.0","","3","","5","","39",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-22","2017","01","22","","7.5","","1.9","","4.7","","13.3","","0.0","","","M","","M","1.1","","2","","2","","41",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-23","2017","01","23","","8.4","","-0.7","","3.9","","14.1","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-24","2017","01","24","","6.6","","-2.2","","2.2","","15.8","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-25","2017","01","25","","5.2","","-0.3","","2.5","","15.5","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-26","2017","01","26","","7.5","","-0.7","","3.4","","14.6","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-27","2017","01","27","","9.0","","-1.9","","3.6","","14.4","","0.0","","","M","","M","0.0","","2","","4","","37",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-28","2017","01","28","","8.4","","-0.2","","4.1","","13.9","","0.0","","","M","","M","0.0","","2","","2","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-29","2017","01","29","","5.8","","-0.3","","2.8","","15.2","","0.0","","","M","","M","0.4","","1","","","","<31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-30","2017","01","30","","","M","1.6","E","","M","","M","","M","","M","","M","","M","1","","35","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-01-31","2017","01","31","","6.0","","1.9","","4.0","","14.0","","0.0","","","M","","M","0.0","","","","33","","44",""
"-121.76","49.24","AGASSIZ RCS","1100119","2017-02-01","2017","02","01","","5.2","","0.5","","2.9","","15.1","","0.0","","","M","","M","0.0","","","","34","","65",""
