"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-01","2015","01","01","","-17.5","","-25.8","","-21.7","","39.7","","0.0","","","M","","M","","M","43","","35","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-02","2015","01","02","","-20.8","","-28.7","","-24.8","","42.8","","0.0","","","M","","M","","M","44","","34","","39",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-03","2015","01","03","","-28.0","","-31.1","","-29.6","","47.6","","0.0","","","M","","M","","M","44","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-04","2015","01","04","","-26.7","","-31.8","","-29.3","","47.3","","0.0","","","M","","M","","M","44","","29","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-05","2015","01","05","","-17.4","","-27.0","","-22.2","","40.2","","0.0","","","M","","M","","M","44","","31","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-06","2015","01","06","","-18.8","","-27.1","","-23.0","","41.0","","0.0","","","M","","M","","M","44","","33","","63",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-07","2015","01","07","","-16.5","","-26.3","","-21.4","","39.4","","0.0","","","M","","M","","M","44","","26","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-08","2015","01","08","","-16.1","","-21.8","","-19.0","","37.0","","0.0","","","M","","M","","M","44","","33","","70",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-09","2015","01","09","","-18.1","","-22.0","","-20.1","","38.1","","0.0","","","M","","M","","M","44","","30","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-10","2015","01","10","","-18.1","","-26.0","","-22.1","","40.1","","0.0","","","M","","M","","M","44","","26","","39",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-11","2015","01","11","","-21.3","","-28.8","","-25.1","","43.1","","0.0","","","M","","M","","M","44","","31","","43",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-12","2015","01","12","","-19.3","","-29.7","","-24.5","","42.5","","0.0","","","M","","M","","M","44","","18","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-13","2015","01","13","","-10.1","","-21.6","","-15.9","","33.9","","0.0","","","M","","M","","M","44","","19","","43",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-14","2015","01","14","","-6.5","","-20.9","","-13.7","","31.7","","0.0","","","M","","M","","M","44","","32","","59",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-15","2015","01","15","","-12.6","","-27.3","","-20.0","","38.0","","0.0","","","M","","M","","M","44","","33","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-16","2015","01","16","","-12.3","","-28.2","","-20.3","","38.3","","0.0","","","M","","M","","M","44","","18","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-17","2015","01","17","","-8.2","","-14.6","","-11.4","","29.4","","0.0","","","M","","M","","M","44","","1","","39",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-18","2015","01","18","","-14.6","","-23.6","","-19.1","","37.1","","0.0","","","M","","M","","M","46","","2","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2015-01-19","2015","01","19","","-8.8","","-17.6","","-13.2","","31.2","","0.0","","","M","","M","","M","47","","16","","39",""
