"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-01","2014","01","01","","-27.6","","-31.5","","-29.6","","47.6","","0.0","","","M","","M","4.6","","71","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-02","2014","01","02","","-21.1","","-32.0","","-26.6","","44.6","","0.0","","","M","","M","3.3","","71","","15","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-03","2014","01","03","","-16.2","","-21.1","","-18.7","","36.7","","0.0","","","M","","M","2.3","","71","","32","","67",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-04","2014","01","04","","-19.8","","-29.6","","-24.7","","42.7","","0.0","","","M","","M","0.2","","47","","31","","69",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-05","2014","01","05","","-28.1","","-31.1","","-29.6","","47.6","","0.0","","","M","","M","0.0","","47","","31","","56",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-06","2014","01","06","","-25.7","","-29.5","","-27.6","","45.6","","0.0","","","M","","M","0.2","","47","","31","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-07","2014","01","07","","-22.4","","-26.6","","-24.5","","42.5","","0.0","","","M","","M","0.2","","47","","32","","48",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-08","2014","01","08","","-21.8","","-28.0","","-24.9","","42.9","","0.0","","","M","","M","","M","47","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-09","2014","01","09","","-11.5","","-21.9","","-16.7","","34.7","","0.0","","","M","","M","0.0","","47","","17","","57",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-10","2014","01","10","","-7.5","","-11.5","","-9.5","","27.5","","0.0","","","M","","M","2.9","","47","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-11","2014","01","11","","-6.7","","-9.6","","-8.2","","26.2","","0.0","","","M","","M","0.2","","49","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-12","2014","01","12","","-5.0","","-16.2","","-10.6","","28.6","","0.0","","","M","","M","7.2","","51","","13","","46",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-13","2014","01","13","","-16.2","","-25.9","","-21.1","","39.1","","0.0","","","M","","M","4.1","","59","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-14","2014","01","14","","-15.5","","-25.3","","-20.4","","38.4","","0.0","","","M","","M","0.2","","59","","32","","56",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-15","2014","01","15","","-6.5","","-26.6","","-16.6","","34.6","","0.0","","","M","","M","11.0","","54","","34","","76",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-16","2014","01","16","","-17.3","","-26.6","","-22.0","","40.0","","0.0","","","M","","M","2.4","","63","","35","","69",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-17","2014","01","17","","-14.0","","-26.8","","-20.4","","38.4","","0.0","","","M","","M","1.8","","78","","16","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-18","2014","01","18","","-7.1","","-15.4","","-11.3","","29.3","","0.0","","","M","","M","3.3","","77","","3","","46",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-19","2014","01","19","","-13.8","","-29.0","","-21.4","","39.4","","0.0","","","M","","M","0.2","","77","","3","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-20","2014","01","20","","-25.6","","-31.0","","-28.3","","46.3","","0.0","","","M","","M","5.4","","77","","31","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-21","2014","01","21","","-19.4","","-26.8","","-23.1","","41.1","","0.0","","","M","","M","0.9","","76","","1","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-22","2014","01","22","","-26.7","","-30.9","","-28.8","","46.8","","0.0","","","M","","M","0.9","","76","","33","","39",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-23","2014","01","23","","-7.1","","-32.8","","-20.0","","38.0","","0.0","","","M","","M","1.5","","76","","20","","72",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-24","2014","01","24","","-4.6","","-22.9","","-13.8","","31.8","","0.0","","","M","","M","4.7","","76","","35","","69",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-25","2014","01","25","","-22.2","","-27.1","","-24.7","","42.7","","0.0","","","M","","M","4.4","","75","","32","","57",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-26","2014","01","26","","-22.2","","-29.1","","-25.7","","43.7","","0.0","","","M","","M","1.4","","78","","35","","72",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-27","2014","01","27","","-27.6","","-30.1","","-28.9","","46.9","","0.0","","","M","","M","","M","74","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-28","2014","01","28","","-18.2","","-27.9","","-23.1","","41.1","","0.0","","","M","","M","3.3","","74","","29","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-29","2014","01","29","","-16.2","","-25.4","","-20.8","","38.8","","0.0","","","M","","M","0.0","","74","","33","","69",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-30","2014","01","30","","-21.0","","-24.7","","-22.9","","40.9","","0.0","","","M","","M","0.0","","74","","34","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2014-01-31","2014","01","31","","-19.7","","-25.5","","-22.6","","40.6","","0.0","","","M","","M","2.4","","74","","24","","39",""
